id,nome,cpf,dt_nascimento,nome_responsavel,matricula,dt_matricula,email,tb_curso_id
225,Cecília Silva,40834662754,1992-04-01,Yuri Silva da Luz,241100,2023-08-28,cecília_silva@mail.com,4
226,Bianca Sales,37188755357,2000-07-07,Brenda da Cunha Nunes,489793,2020-11-26,bianca_sales@mail.com,3
227,Juliana Ribeiro,44313200376,1989-02-10,Lorenzo Jesus Barbosa,56886,2022-06-23,juliana_ribeiro@mail.com,4
228,Murilo Teixeira,31911691559,1992-06-21,Davi Lucca Silva Viana,218770,2023-05-07,murilo_teixeira@mail.com,6
229,Anthony Cavalcanti,27450692467,2003-11-23,Diego Gomes Pires,736881,2019-04-09,anthony_cavalcanti@mail.com,5
230,Ana Julia Cunha,88546196462,1989-05-17,Melissa Pires Fernandes,368529,2023-08-31,ana_julia@mail.com,5
231,Sarah Nunes,19022850169,2004-05-03,Enrico Vieira Cardoso,744983,2023-05-25,sarah_nunes@mail.com,5
232,Thomas Barbosa,89934002619,1989-05-30,Clara Costela Rezende,846575,2019-09-28,thomas_barbosa@mail.com,3
233,Isabel da Mota,70085812975,1986-09-22,Davi Lucca Moraes Cavalcanti,772245,2022-09-20,isabel_da@mail.com,4
234,Thiago Vieira,56515085162,1992-03-05,Sophie da Mota Correia,609476,2019-11-10,thiago_vieira@mail.com,1
235,Vitor Santos,69262061171,1991-08-13,Julia Fogaça Souza,473725,2019-02-26,vitor_santos@mail.com,6
236,Ana Sophia Vieira,86407752918,1988-06-22,Joaquim Teixeira Cunha,930834,2019-10-01,ana_sophia@mail.com,3
237,Matheus Costa,89172849173,1994-03-06,Bianca Peixoto das Neves,887950,2021-09-30,matheus_costa@mail.com,5
238,Yuri Moura,76610782838,1983-12-15,Marcelo da Rocha Ferreira,628569,2022-11-25,yuri_moura@mail.com,4
239,Giovanna Moreira,8990459315,1997-02-27,Ana Julia Dias Moura,479353,2020-07-21,giovanna_moreira@mail.com,6
240,João Vitor Silva,85948901775,1986-03-21,Ana Lívia Cavalcanti Teixeira,909281,2019-04-18,joão_vitor@mail.com,4
241,Alana Santos,80616674575,2001-05-13,Maria Vitória Souza Nunes,875211,2022-05-16,alana_santos@mail.com,5
242,Bruno Barbosa,657338801,1997-06-25,Luiza Teixeira da Paz,568495,2022-10-23,bruno_barbosa@mail.com,3
243,Breno Cunha,97143998261,2004-09-03,Pedro Miguel Freitas Ribeiro,768152,2019-09-17,breno_cunha@mail.com,5
244,Bruna Silveira,53995443383,2005-09-28,Lucas Gabriel Rezende Gomes,952663,2019-05-23,bruna_silveira@mail.com,4
245,Larissa Lopes,88624344410,1993-08-04,Raul Ramos Correia,16959,2019-09-01,larissa_lopes@mail.com,2
246,Laura Jesus,30866019452,1997-07-11,Pedro Henrique Porto da Mata,585975,2021-05-04,laura_jesus@mail.com,6
247,Julia Mendes,39607137094,1984-06-15,Ana Lívia Ferreira Ramos,518248,2021-12-20,julia_mendes@mail.com,5
248,Clarice Silva,73846932875,1995-12-09,Juliana da Paz Costa,530806,2023-05-19,clarice_silva@mail.com,2
249,Marina Jesus,91313065104,1997-04-02,Maria Sophia Viana Araújo,664896,2023-02-14,marina_jesus@mail.com,1
250,Bruna Aragão,34581998061,2003-10-18,Ana Luiza Cardoso Costela,921314,2021-05-31,bruna_aragão@mail.com,5
251,Maria Eduarda Correia,85998735007,1988-11-10,Luiz Felipe da Mota Pereira,303941,2022-05-21,maria_eduarda@mail.com,4
252,Yasmin Araújo,16608376763,1999-01-04,Ana Luiza Silva Cavalcanti,104986,2019-12-09,yasmin_araújo@mail.com,2
253,Luiz Miguel Dias,85586668110,1992-05-10,Maria Luiza da Conceição Cavalcanti,480195,2019-02-24,luiz_miguel@mail.com,2
254,Joaquim Souza,9365724642,1996-05-23,Rafael Moraes Fogaça,536889,2022-08-30,joaquim_souza@mail.com,4
255,Gustavo Farias,50872271049,1984-09-09,Sarah da Cruz das Neves,438301,2021-12-16,gustavo_farias@mail.com,1
256,Ana Beatriz da Costa,10366956412,1996-03-28,Ana Laura Farias Porto,937258,2022-10-01,ana_beatriz@mail.com,1
257,Alícia da Rocha,11277221586,1997-08-10,Ana Sophia Aragão Fogaça,494189,2022-08-14,alícia_da@mail.com,5
258,Alícia Santos,91097527525,2004-10-14,Maria Fernanda Cavalcanti Fernandes,647213,2022-08-11,alícia_santos@mail.com,1
259,Nina Caldeira,46770963441,1995-12-21,Mariana Mendes Viana,681065,2023-02-13,nina_caldeira@mail.com,5
260,Mariane Cunha,22166771379,2001-08-06,Emilly Oliveira Cardoso,820619,2019-03-21,mariane_cunha@mail.com,2
261,Elisa da Rocha,1283142882,1989-06-26,Leandro Novaes Fogaça,234724,2020-09-15,elisa_da@mail.com,4
262,Ana Teixeira,65913934182,1996-10-12,João Pedro da Costa Farias,645775,2020-08-04,ana_teixeira@mail.com,1
263,Larissa Rocha,21496373829,1986-08-12,Vicente Azevedo Nunes,803198,2020-04-03,larissa_rocha@mail.com,4
264,João Pedro Farias,26292044375,1998-05-21,Luigi Costela Santos,937490,2022-09-02,joão_pedro@mail.com,4
265,Matheus Jesus,2603225974,2003-08-11,Ana Porto Martins,226086,2021-01-27,matheus_jesus@mail.com,2
266,Levi Jesus,2301905670,1986-12-30,Rebeca Mendes Ferreira,456518,2022-09-10,levi_jesus@mail.com,1
267,Sophia Gomes,70944247996,1990-07-26,Milena Santos Gomes,625052,2022-05-09,sophia_gomes@mail.com,1
268,Mariane da Rocha,20448171709,1993-03-07,Breno Alves Gomes,230866,2022-09-27,mariane_da@mail.com,4
269,Maria Sophia Rodrigues,14452095284,1991-05-05,Heitor Campos Almeida,598797,2020-02-20,maria_sophia@mail.com,3
270,Pedro Miguel Rocha,29629142739,2005-02-28,Stephany Rodrigues Silveira,315558,2019-08-18,pedro_miguel@mail.com,3
271,Samuel Freitas,43076364261,2001-07-18,Elisa Melo Ramos,774091,2022-01-12,samuel_freitas@mail.com,3
272,Murilo Costa,30659903300,1986-03-05,Alice Almeida Campos,785451,2023-11-29,murilo_costa@mail.com,6
273,Manuela Fernandes,67899188368,1989-01-31,Maria Fernanda Nunes Peixoto,925239,2019-03-12,manuela_fernandes@mail.com,4
274,Kevin da Paz,55604131270,1995-04-22,Marcela Nogueira Pires,623746,2021-04-11,kevin_da@mail.com,6
275,Laura Duarte,37440931298,2002-11-03,Isabella da Rocha da Mata,614825,2019-08-30,laura_duarte@mail.com,5
276,Maria Clara Souza,77751340270,1985-05-16,Catarina Teixeira da Mota,695695,2021-09-15,maria_clara@mail.com,4
277,André Vieira,57479744244,1990-01-30,Yago Azevedo Sales,345283,2023-01-07,andré_vieira@mail.com,3
278,Rebeca Gomes,12108980377,1994-08-30,Isadora Silveira Barbosa,849444,2019-03-30,rebeca_gomes@mail.com,3
279,Emilly Azevedo,40414818776,1997-02-08,Maysa Rodrigues Teixeira,515618,2023-07-10,emilly_azevedo@mail.com,4
280,Agatha Sales,1710714118,1989-07-13,Júlia da Mata Aragão,194170,2023-10-06,agatha_sales@mail.com,6
281,Raul Gomes,9643568012,1986-08-11,Cecília Silva Duarte,31274,2021-07-24,raul_gomes@mail.com,5
282,Ana Vitória Viana,91118522161,2004-03-04,Mariana Farias Silveira,137569,2021-01-05,ana_vitória@mail.com,4
283,Emanuella Sales,48840909070,1998-10-29,Danilo Alves Cavalcanti,53853,2019-05-24,emanuella_sales@mail.com,3
284,Gabriel Santos,14235466802,1992-12-18,Rebeca da Mota Nunes,215940,2021-07-19,gabriel_santos@mail.com,3
285,Nicole Ramos,61047687733,1999-12-12,Francisco Freitas Almeida,937865,2023-02-27,nicole_ramos@mail.com,3
286,Antônio Mendes,82822492565,1998-08-08,Clarice da Mota Cardoso,331807,2023-02-04,antônio_mendes@mail.com,4
287,Vitória Gonçalves,69630762131,1985-05-22,Larissa Melo da Costa,171389,2022-04-03,vitória_gonçalves@mail.com,3
288,Luiz Henrique Nogueira,66545940942,1993-12-20,Melissa Nascimento Ferreira,127229,2022-06-04,luiz_henrique@mail.com,1
289,Lucas Porto,57013180247,1993-11-17,Sophie Novaes Rocha,64803,2022-03-10,lucas_porto@mail.com,2
290,Rafael Jesus,23419533723,1985-10-03,Murilo Fernandes Martins,317012,2021-06-05,rafael_jesus@mail.com,3
291,Isis Alves,45532798070,1993-11-20,Alícia da Mota da Luz,566621,2019-10-31,isis_alves@mail.com,4
292,Luiz Henrique Moreira,54078668083,1988-10-11,Gustavo Melo Aragão,957607,2022-07-02,luiz_henrique@mail.com,4
293,Maria Vitória Duarte,78324835714,1992-11-01,Thomas Lima Nascimento,100880,2022-02-23,maria_vitória@mail.com,3
294,Bianca Lima,85975952232,1987-06-20,Bianca Silveira Silveira,124361,2020-03-13,bianca_lima@mail.com,1
295,Brenda Teixeira,83725313372,1993-08-04,Maria Alice Gomes Santos,871390,2020-05-15,brenda_teixeira@mail.com,1
296,Emanuella Porto,16795348592,1988-10-03,Giovanna Alves Moura,858452,2020-09-22,emanuella_porto@mail.com,1
297,Emanuelly Moreira,50865622561,1997-12-11,Isabelly Melo Ferreira,271965,2023-05-17,emanuelly_moreira@mail.com,4
298,Davi Lucas Correia,85631785573,1994-06-29,Bárbara Gomes da Mata,977158,2021-05-12,davi_lucas@mail.com,5
299,Ana Luiza Correia,98188917103,1996-07-15,André Araújo Costela,437672,2019-07-06,ana_luiza@mail.com,4
300,Ana Vitória Costela,34585185419,1989-01-16,Emilly da Costa das Neves,554583,2019-01-21,ana_vitória@mail.com,3
301,Ana Vitória Caldeira,9896850607,1998-02-22,Otávio das Neves Porto,663054,2022-11-25,ana_vitória@mail.com,5
302,Daniel Ribeiro,15754950454,1986-03-02,Diogo Gonçalves da Luz,93359,2020-04-02,daniel_ribeiro@mail.com,4
303,Alice da Mata,78342451659,1997-03-20,Marina Gomes da Mota,254173,2021-03-17,alice_da@mail.com,5
304,Sofia Peixoto,44154589980,1985-08-21,Maria Fernanda Santos Silva,926706,2023-07-14,sofia_peixoto@mail.com,2
305,Ana Lívia Nascimento,34754013673,1992-06-30,Cauã Costa Farias,559821,2020-12-11,ana_lívia@mail.com,3
306,Vitor Gabriel Cardoso,41945518112,1997-07-07,Milena Rezende da Luz,889002,2021-12-28,vitor_gabriel@mail.com,6
307,Maria Julia Viana,11645294346,1993-11-15,Marcela Fogaça da Cruz,979072,2023-09-28,maria_julia@mail.com,1
308,Gabriel Monteiro,74530609131,1992-02-25,Esther Vieira Gonçalves,834819,2023-04-22,gabriel_monteiro@mail.com,3
309,Emanuelly Costela,11574786842,1984-09-05,Bernardo Nunes Peixoto,615990,2022-09-18,emanuelly_costela@mail.com,1
310,Natália das Neves,6419282826,1984-09-10,Pedro Miguel Rodrigues das Neves,761798,2020-03-14,natália_das@mail.com,4
311,Mirella Correia,63172579574,1998-09-12,Emanuelly Mendes Dias,238175,2023-03-09,mirella_correia@mail.com,4
312,Bernardo Peixoto,19994315483,1989-03-22,Letícia Rezende Lopes,255674,2019-04-02,bernardo_peixoto@mail.com,3
313,Laura Aragão,72360779977,1994-03-03,Enrico da Luz da Costa,76979,2019-06-21,laura_aragão@mail.com,3
314,Juliana Azevedo,71384409682,1999-07-12,Antônio Rodrigues Cunha,221934,2021-01-19,juliana_azevedo@mail.com,3
315,Ana Lívia Barros,27488670765,1997-02-27,Davi Luiz Lopes Viana,549030,2021-07-09,ana_lívia@mail.com,1
316,Alana Pires,23292011325,1996-12-09,Luana Barros Melo,451418,2020-01-18,alana_pires@mail.com,2
317,Lucas Gabriel Viana,41602195692,1984-02-14,Vitor Almeida da Luz,208567,2020-05-19,lucas_gabriel@mail.com,2
318,Leandro Caldeira,88378582653,1995-12-01,João Lucas da Costa Fogaça,718732,2019-11-25,leandro_caldeira@mail.com,3
319,Guilherme Santos,17618232250,1991-03-09,Catarina Azevedo Dias,998055,2022-09-06,guilherme_santos@mail.com,3
320,Nathan Dias,99244553990,1986-03-19,Joaquim Cardoso Duarte,692023,2021-11-29,nathan_dias@mail.com,3
321,Lucas Jesus,1145711176,1991-03-08,Stephany da Mota Rezende,303023,2020-12-13,lucas_jesus@mail.com,1
322,Gustavo Henrique Silveira,92239750241,2004-10-03,Emilly Aragão Caldeira,602734,2023-09-20,gustavo_henrique@mail.com,5
323,Leonardo Oliveira,62409677605,2000-02-16,Yago Teixeira Lima,142251,2022-09-15,leonardo_oliveira@mail.com,5
324,Cauã da Luz,10953473423,2001-10-08,Anthony Oliveira Freitas,225643,2022-01-27,cauã_da@mail.com,5
325,Letícia Pereira,57356826511,1990-11-28,Gustavo Dias Moreira,830967,2022-08-29,letícia_pereira@mail.com,4
326,Caio Monteiro,70424269531,1999-07-02,Pietro Moreira Barbosa,339248,2023-06-22,caio_monteiro@mail.com,3
327,Valentina Souza,5728367553,1993-06-07,Ana Laura da Mota da Luz,729064,2019-06-13,valentina_souza@mail.com,1
328,Alice da Costa,14473097817,2000-01-11,Stella Almeida Azevedo,706367,2021-01-29,alice_da@mail.com,2
329,João Lucas Teixeira,59820390227,1996-07-28,Maria Sophia Souza Cunha,725560,2019-04-02,joão_lucas@mail.com,2
330,Bruna Duarte,39487635671,1996-09-11,Marcela Costela Jesus,804412,2022-05-30,bruna_duarte@mail.com,2
331,Marina da Conceição,82363063583,2004-04-19,Luiz Otávio Costa das Neves,140873,2021-09-21,marina_da@mail.com,5
332,Beatriz Caldeira,69904568586,1991-05-28,Bruno Nogueira Castro,780467,2022-12-08,beatriz_caldeira@mail.com,4
333,Helena Oliveira,67033479320,2000-07-18,Alexandre Silva Moura,292321,2019-09-20,helena_oliveira@mail.com,5
334,Luigi Fernandes,86113542144,1999-11-05,Pedro Miguel Rodrigues Caldeira,636725,2022-04-01,luigi_fernandes@mail.com,4
335,Juan Melo,30541868033,2000-02-27,Matheus Costa da Mota,206396,2023-09-03,juan_melo@mail.com,1
336,Lívia Cardoso,4789695597,1990-01-30,Alice Fernandes Almeida,511336,2019-07-24,lívia_cardoso@mail.com,5
337,Ana Sophia Moura,8139214129,1994-02-26,Raquel Nascimento Freitas,784119,2021-07-19,ana_sophia@mail.com,2
338,Vitor Gabriel Barbosa,31247860542,1989-10-08,Eduardo Moura Cavalcanti,842927,2020-05-06,vitor_gabriel@mail.com,3
339,Bárbara da Rocha,53277176940,1992-07-06,Felipe Silva Cunha,117149,2021-03-01,bárbara_da@mail.com,4
340,Raul Jesus,14572331946,1989-07-08,João Guilherme da Cunha Gomes,46557,2020-04-18,raul_jesus@mail.com,1
341,Gabrielly Martins,84635995668,2000-03-12,Enzo Gabriel das Neves da Cunha,953641,2022-05-02,gabrielly_martins@mail.com,6
342,Vitor Hugo Rezende,69514384224,2001-02-14,Pietra Moura Caldeira,292334,2022-12-27,vitor_hugo@mail.com,1
343,Emilly Moraes,98388176396,1994-05-21,Davi Lucas Araújo Costela,104288,2019-05-08,emilly_moraes@mail.com,4
344,Eduardo Ribeiro,43680816315,1986-03-24,Luigi da Luz da Mota,487406,2020-12-12,eduardo_ribeiro@mail.com,1
345,Pedro Lucas Oliveira,19135008396,1989-10-07,Olivia da Cruz Costa,417270,2019-10-14,pedro_lucas@mail.com,2
346,Olivia da Conceição,67285092432,2002-02-08,Leandro Cunha Viana,195499,2022-07-02,olivia_da@mail.com,4
347,Gabrielly Peixoto,21564287115,2000-06-30,Pedro Lucas Santos Costa,844874,2021-12-20,gabrielly_peixoto@mail.com,2
348,Nicolas da Costa,38544629323,2005-07-25,Miguel da Mata Sales,962704,2022-06-13,nicolas_da@mail.com,1
349,João Vitor Melo,12374906870,1997-10-18,Lucas Gabriel Lopes Azevedo,582875,2019-03-27,joão_vitor@mail.com,5
350,Isabel Farias,81646185285,1987-05-19,João Felipe Cunha Castro,962901,2023-07-16,isabel_farias@mail.com,3
351,Cecília Vieira,79344496370,1988-04-26,Maysa Fogaça Cardoso,348637,2021-01-01,cecília_vieira@mail.com,3
352,Luiz Gustavo Rodrigues,33815216136,2000-12-10,Yuri Carvalho Barros,878390,2023-02-04,luiz_gustavo@mail.com,2
353,Ana da Cunha,77384104322,1988-09-10,Maria Sophia Cardoso Mendes,736004,2023-07-31,ana_da@mail.com,2
354,Caroline da Mata,16214603452,1998-04-16,Levi da Conceição Carvalho,934055,2022-01-21,caroline_da@mail.com,5
355,Evelyn Caldeira,39084170041,1987-05-14,Alexandre Melo Rocha,990432,2021-12-08,evelyn_caldeira@mail.com,6
356,Emanuella Azevedo,61571265382,1989-03-13,Clara Jesus da Luz,110310,2019-11-07,emanuella_azevedo@mail.com,4
357,Daniel da Costa,50799797201,1993-04-14,Maria Alice Viana Carvalho,916622,2021-05-27,daniel_da@mail.com,1
358,Clarice Ramos,85228030149,2003-08-14,Nicolas Farias Martins,6725,2022-06-06,clarice_ramos@mail.com,2
359,Vinicius Caldeira,14965190097,2004-08-12,Erick Jesus Costa,262127,2021-05-25,vinicius_caldeira@mail.com,1
360,Lavínia Rocha,91353685703,2002-08-12,Laís Rezende Teixeira,681358,2022-03-24,lavínia_rocha@mail.com,6
361,Marcela Rodrigues,2747921408,1999-06-24,Davi Rodrigues Oliveira,7097,2022-03-07,marcela_rodrigues@mail.com,3
362,Arthur Almeida,91140303823,1999-01-10,Lucca Aragão Cavalcanti,982641,2023-07-20,arthur_almeida@mail.com,6
363,Emilly Vieira,21449440622,2004-07-02,Juliana Cavalcanti Cavalcanti,823826,2021-01-20,emilly_vieira@mail.com,1
364,Alícia Alves,65958647741,2003-01-27,Samuel Freitas da Rocha,921802,2021-03-31,alícia_alves@mail.com,5
365,Arthur Souza,30197505645,2004-03-13,Nicole Correia Pinto,856792,2022-07-29,arthur_souza@mail.com,5
366,Milena Freitas,49094570777,1993-07-10,Maria Sophia Porto Barros,74102,2019-02-09,milena_freitas@mail.com,6
367,Esther Gomes,99670331857,2000-12-15,Davi Lucca Gonçalves Correia,431775,2021-04-11,esther_gomes@mail.com,5
368,João Gabriel Cavalcanti,92886792603,1986-04-07,Alexandre Jesus Silveira,287708,2021-07-19,joão_gabriel@mail.com,2
369,Heitor Duarte,72482266827,2003-08-09,Guilherme Araújo Oliveira,879836,2019-06-03,heitor_duarte@mail.com,1
370,Luiz Fernando Moraes,94104139345,1994-05-17,Luiz Miguel Monteiro Nascimento,43903,2019-01-12,luiz_fernando@mail.com,5
371,Luiz Otávio Novaes,52962082116,1985-01-14,Gustavo Araújo Araújo,774913,2020-03-20,luiz_otávio@mail.com,3
372,Davi Lucca Moura,58364945543,1997-08-15,Laura Vieira da Mota,280297,2023-10-16,davi_lucca@mail.com,6
373,Alexia Ramos,39841178055,2002-07-14,Lorena da Luz Sales,26653,2021-11-03,alexia_ramos@mail.com,1
374,Maria das Neves,71208482577,1987-12-01,João Miguel Pinto Moura,238874,2022-03-28,maria_das@mail.com,2
375,Diego Nunes,56362689455,1989-10-23,Gustavo da Rocha Ramos,643362,2021-12-14,diego_nunes@mail.com,3
376,Vitor Hugo Nascimento,63545470975,1999-05-12,Francisco Moura Costela,732949,2023-09-28,vitor_hugo@mail.com,6
377,Carlos Eduardo Alves,64460307472,1995-07-31,Calebe Lopes Nascimento,490897,2022-06-14,carlos_eduardo@mail.com,5
378,Davi Luiz Sales,60761465359,1997-06-10,Samuel Oliveira Rezende,790204,2023-07-12,davi_luiz@mail.com,1
379,Ana Júlia Melo,20104411502,1986-11-04,Lavínia Castro Pereira,689391,2023-07-31,ana_júlia@mail.com,5
380,Lorenzo da Rosa,39353096670,1984-02-19,Ana Luiza Cardoso da Conceição,419663,2023-03-05,lorenzo_da@mail.com,4
381,Davi Lucas Freitas,6244273356,1993-10-14,Beatriz Lima Fogaça,135680,2021-02-25,davi_lucas@mail.com,6
382,João Gabriel Lopes,80854780561,1985-01-09,Mariane Aragão Castro,120981,2022-06-08,joão_gabriel@mail.com,1
383,Arthur da Rocha,4825119872,2002-10-17,Lorenzo Aragão Monteiro,115923,2023-07-06,arthur_da@mail.com,5
384,Raquel Novaes,55856437289,1998-03-31,Isabelly Porto Costela,553954,2020-10-31,raquel_novaes@mail.com,4
385,Davi Lucas Jesus,91707239150,1999-11-03,Pedro da Paz Farias,953196,2019-04-08,davi_lucas@mail.com,5
386,Igor Duarte,3582475407,1990-02-26,Maitê da Cunha Lima,582802,2022-09-05,igor_duarte@mail.com,4
387,Isabel Nogueira,34574066019,1988-08-23,Sophia Ramos Barbosa,21268,2020-02-13,isabel_nogueira@mail.com,5
388,Maria Fernanda Viana,47836137925,1994-10-13,Ana da Paz Aragão,457952,2021-02-28,maria_fernanda@mail.com,4
389,Rafael Nogueira,42428788326,2001-07-04,Agatha Pereira Vieira,642878,2022-04-03,rafael_nogueira@mail.com,2
390,Kamilly Novaes,12533830583,1997-02-19,Daniela Ribeiro Vieira,38784,2022-08-09,kamilly_novaes@mail.com,3
391,Stephany Porto,51251564549,2000-11-23,Ana Júlia Correia da Mata,290001,2019-09-25,stephany_porto@mail.com,3
392,Davi Luiz Gonçalves,42606909372,1992-10-29,Cauã Cunha da Conceição,256505,2023-12-07,davi_luiz@mail.com,2
393,Henrique Nascimento,92066129854,2001-06-27,Fernanda Monteiro Gomes,883693,2020-04-28,henrique_nascimento@mail.com,5
394,Maysa da Costa,46711774000,1986-03-19,Bryan Fogaça Alves,959352,2020-08-20,maysa_da@mail.com,3
395,Olivia Nogueira,80764198204,1984-10-19,Gustavo Henrique Nunes Carvalho,528250,2022-06-02,olivia_nogueira@mail.com,1
396,André Lima,18253698826,1996-08-24,Ana Clara Nogueira Silveira,616623,2020-08-25,andré_lima@mail.com,2
397,Ana Luiza Moreira,74802491754,1989-03-16,Marcela Fernandes Lopes,83798,2022-12-26,ana_luiza@mail.com,3
398,Giovanna Silva,74995087018,1993-02-27,Maria Luiza Caldeira Castro,113045,2021-01-19,giovanna_silva@mail.com,4
399,Benjamin Carvalho,59415943413,1999-06-06,Pedro Miguel Pinto Costela,318811,2021-02-18,benjamin_carvalho@mail.com,5
400,Vitor Alves,45930953158,1986-04-19,Isaac Mendes Viana,678163,2023-05-14,vitor_alves@mail.com,3
401,Yago Cardoso,61665246322,1996-12-11,Luiz Miguel Silveira Correia,537464,2022-05-10,yago_cardoso@mail.com,5
402,Joaquim Nascimento,59963957931,1995-08-05,Laís Aragão Oliveira,154231,2020-04-08,joaquim_nascimento@mail.com,1
403,Luiz Otávio Jesus,76933852049,1997-02-05,Antônio Gonçalves Melo,73327,2021-05-21,luiz_otávio@mail.com,3
404,Isaac Pinto,42549591534,2004-09-20,Lívia Viana da Mata,638076,2020-02-06,isaac_pinto@mail.com,3
405,Marcos Vinicius Peixoto,33443330129,1990-05-19,Mariane Pires Vieira,946989,2021-03-15,marcos_vinicius@mail.com,1
406,Stephany Cardoso,18782369382,2005-03-04,Cauê Gomes Ribeiro,604470,2019-11-05,stephany_cardoso@mail.com,4
407,Luiz Felipe Sales,81174505696,2001-12-28,Breno Mendes Pinto,849393,2021-07-23,luiz_felipe@mail.com,2
408,Gabriel Jesus,52080497865,1998-01-15,Otávio Rezende Castro,117630,2021-04-08,gabriel_jesus@mail.com,3
409,André Novaes,2877968405,1994-07-22,Camila da Conceição Costa,177846,2021-04-13,andré_novaes@mail.com,4
410,Raul Pinto,4658575344,1986-02-20,Joaquim Nunes Silva,83,2022-07-01,raul_pinto@mail.com,6
411,Maitê Cunha,90134928957,1989-12-23,Diogo Lopes Farias,394012,2022-05-10,maitê_cunha@mail.com,4
412,João Gabriel Novaes,66853070343,1984-08-23,Levi Fogaça Moraes,153766,2019-07-14,joão_gabriel@mail.com,3
